# m [GeV], tau [ps], c, BR_theo(B->K mu mu)
0.01,902.0503577163174,1e-06,0.0
0.01,79.9096455270703,3.359818286283781e-06,0.0
0.01,7.07893012966283,1.1288378916846883e-05,0.0
0.01,0.627098919938626,3.792690190732254e-05,0.0
0.01,0.05555261794844337,0.00012742749857031334,0.0
0.01,0.004921226256842166,0.0004281332398719391,0.0
0.01,0.00043595638712130066,0.0014384498882876629,0.0
0.01,3.862008157398942e-05,0.004832930238571752,0.0
0.01,3.4212329192947387e-06,0.01623776739188721,0.0
0.01,3.030759410453513e-07,0.05455594781168514,0.0
0.01,2.6848499098063936e-08,0.18329807108324336,0.0
0.01,2.378419588278782e-09,0.6158482110660255,0.0
0.01,2.1069629842922415e-10,2.06913808111479,0.0
0.01,1.866488551570286e-11,6.951927961775605,0.0
0.01,1.6534602265172698e-12,23.357214690901213,0.0
0.01,1.4647455049905982e-13,78.47599703514607,0.0
0.01,1.2975693995518055e-14,263.6650898730355,0.0
0.01,1.1494736393886413e-15,885.8667904100832,0.0
0.01,1.018280523605557e-16,2976.3514416313133,0.0
0.01,9.02060899188649e-18,10000.0,0.0
0.012742749857031334,509.1855679578698,1e-06,0.0
0.012742749857031334,45.107058488280146,3.359818286283781e-06,0.0
0.012742749857031334,3.9958845199476776,1.1288378916846883e-05,0.0
0.012742749857031334,0.3539821462318251,3.792690190732254e-05,0.0
0.012742749857031334,0.031358108458785276,0.00012742749857031334,0.0
0.012742749857031334,0.002777914103805029,0.0004281332398719391,0.0
0.012742749857031334,0.00024608721312091716,0.0014384498882876629,0.0
0.012742749857031334,2.180017103489919e-05,0.004832930238571752,0.0
0.012742749857031334,1.9312112853744538e-06,0.01623776739188721,0.0
0.012742749857031334,1.7107981803027462e-07,0.05455594781168514,0.0
0.012742749857031334,1.5155399349176624e-08,0.18329807108324336,0.0
0.012742749857031334,1.3425666715519762e-09,0.6158482110660255,0.0
0.012742749857031334,1.189335274385313e-10,2.06913808111479,0.0
0.012742749857031334,1.053592634436435e-11,6.951927961775605,0.0
0.012742749857031334,9.333427286855752e-13,23.357214690901213,0.0
0.012742749857031334,8.2681732826184e-14,78.47599703514607,0.0
0.012742749857031334,7.324500130665057e-15,263.6650898730355,0.0
0.012742749857031334,6.488531422700418e-16,885.8667904100832,0.0
0.012742749857031334,5.747974506058168e-17,2976.3514416313133,0.0
0.012742749857031334,5.091939727081722e-18,10000.0,0.0
0.016237767391887217,283.31701008465944,1e-06,0.0
0.016237767391887217,25.098113044126897,3.359818286283781e-06,0.0
0.016237767391887217,2.223358489593103,1.1288378916846883e-05,0.0
0.016237767391887217,0.19695994947044573,3.792690190732254e-05,0.0
0.016237767391887217,0.017448031651829683,0.00012742749857031334,0.0
0.016237767391887217,0.0015456654779723604,0.0004281332398719391,0.0
0.016237767391887217,0.00013692606456298107,0.0014384498882876629,0.0
0.016237767391887217,1.2129907818927245e-05,0.004832930238571752,0.0
0.016237767391887217,1.0745526725663429e-06,0.01623776739188721,0.0
0.016237767391887217,9.51912043435481e-08,0.05455594781168514,0.0
0.016237767391887217,8.43267701838119e-09,0.18329807108324336,0.0
0.016237767391887217,7.470229702335693e-10,0.6158482110660255,0.0
0.016237767391887217,6.617628722921606e-11,2.06913808111479,0.0
0.016237767391887217,5.862337599589154e-12,6.951927961775605,0.0
0.016237767391887217,5.193250215465666e-13,23.357214690901213,0.0
0.016237767391887217,4.600527905924679e-14,78.47599703514607,0.0
0.016237767391887217,4.0754548917306404e-15,263.6650898730355,0.0
0.016237767391887217,3.610310144798501e-16,885.8667904100832,0.0
0.016237767391887217,3.198253860463097e-17,2976.3514416313133,0.0
0.016237767391887217,2.8332268823128972e-18,10000.0,0.0
0.0206913808111479,153.74236863345013,1e-06,0.0
0.0206913808111479,13.619525868136613,3.359818286283781e-06,0.0
0.0206913808111479,1.2065085697225264,1.1288378916846883e-05,0.0
0.0206913808111479,0.10688059021922397,3.792690190732254e-05,0.0
0.0206913808111479,0.009468198883979026,0.00012742749857031334,0.0
0.0206913808111479,0.0008387577037089834,0.0004281332398719391,0.0
0.0206913808111479,7.430318441154311e-05,0.0014384498882876629,0.0
0.0206913808111479,6.582322993177411e-06,0.004832930238571752,0.0
0.0206913808111479,5.831088520652906e-07,0.01623776739188721,0.0
0.0206913808111479,5.165576996274235e-08,0.05455594781168514,0.0
0.0206913808111479,4.576015790736261e-09,0.18329807108324336,0.0
0.0206913808111479,4.053741145648097e-10,0.6158482110660255,0.0
0.0206913808111479,3.5910748502993215e-11,2.06913808111479,0.0
0.0206913808111479,3.1812140026176363e-12,6.951927961775605,0.0
0.0206913808111479,2.8181318515259507e-13,23.357214690901213,0.0
0.0206913808111479,2.4964894218026905e-14,78.47599703514607,0.0
0.0206913808111479,2.2115570723182343e-15,263.6650898730355,0.0
0.0206913808111479,1.959144965709311e-16,885.8667904100832,0.0
0.0206913808111479,1.7355414627858618e-17,2976.3514416313133,0.0
0.0206913808111479,1.53745854527883e-18,10000.0,0.0
0.026366508987303583,81.42889387947655,1e-06,0.0
0.026366508987303583,7.21351528848583,3.359818286283781e-06,0.0
0.026366508987303583,0.6390213653103879,1.1288378916846883e-05,0.0
0.026366508987303583,0.05660878219029318,3.792690190732254e-05,0.0
0.026366508987303583,0.005014785361769764,0.00012742749857031334,0.0
0.026366508987303583,0.00044424398866863305,0.0004281332398719391,0.0
0.026366508987303583,3.9354343389514824e-05,0.0014384498882876629,0.0
0.026366508987303583,3.4862996584814474e-06,0.004832930238571752,0.0
0.026366508987303583,3.0884126987386616e-07,0.01623776739188721,0.0
0.026366508987303583,2.7359276017631562e-08,0.05455594781168514,0.0
0.026366508987303583,2.4236689412139624e-09,0.18329807108324336,0.0
0.026366508987303583,2.1470482421240544e-10,0.6158482110660255,0.0
0.026366508987303583,1.901998845690447e-11,2.06913808111479,0.0
0.026366508987303583,1.684917642020647e-12,6.951927961775605,0.0
0.026366508987303583,1.4926125913531536e-13,23.357214690901213,0.0
0.026366508987303583,1.3222559276612361e-14,78.47599703514607,0.0
0.026366508987303583,1.1713426152741733e-15,263.6650898730355,0.0
0.026366508987303583,1.0376535232048613e-16,885.8667904100832,0.0
0.026366508987303583,9.192227961964872e-18,2976.3514416313133,0.0
0.026366508987303583,8.143089481481889e-19,10000.0,0.0
0.03359818286283781,42.22134002222975,1e-06,0.0
0.03359818286283781,3.7402482981700214,3.359818286283781e-06,0.0
0.03359818286283781,0.33133617644761804,1.1288378916846883e-05,0.0
0.03359818286283781,0.029351972392067126,3.792690190732254e-05,0.0
0.03359818286283781,0.0026001944909375472,0.00012742749857031334,0.0
0.03359818286283781,0.0002303430357597563,0.0004281332398719391,0.0
0.03359818286283781,2.040545773438073e-05,0.0014384498882876629,0.0
0.03359818286283781,1.807667622352754e-06,0.004832930238571752,0.0
0.03359818286283781,1.6013612479382774e-07,0.01623776739188721,0.0
0.03359818286283781,1.4185956777793582e-08,0.05455594781168514,0.0
0.03359818286283781,1.2566876407996144e-09,0.18329807108324336,0.0
0.03359818286283781,1.1132580744442116e-10,0.6158482110660255,0.0
0.03359818286283781,9.86198417770637e-12,2.06913808111479,0.0
0.03359818286283781,8.736404430375507e-13,6.951927961775605,0.0
0.03359818286283781,7.739290594622966e-14,23.357214690901213,0.0
0.03359818286283781,6.855980530228479e-15,78.47599703514607,0.0
0.03359818286283781,6.073485470359366e-16,263.6650898730355,0.0
0.03359818286283781,5.380299081002539e-17,885.8667904100832,0.0
0.03359818286283781,4.766228278537884e-18,2976.3514416313133,0.0
0.03359818286283781,4.2222433475238537e-19,10000.0,0.0
0.04281332398719394,21.505874518188364,1e-06,0.0
0.04281332398719394,1.9051340039340072,3.359818286283781e-06,0.0
0.04281332398719394,0.168769495023488,1.1288378916846883e-05,0.0
0.04281332398719394,0.014950729548336867,3.792690190732254e-05,0.0
0.04281332398719394,0.0013244358664045127,0.00012742749857031334,0.0
0.04281332398719394,0.00011732760737149607,0.0004281332398719391,0.0
0.04281332398719394,1.0393733272080451e-05,0.0014384498882876629,0.0
0.04281332398719394,9.2075468749741e-07,0.004832930238571752,0.0
0.04281332398719394,8.156704980778407e-08,0.01623776739188721,0.0
0.04281332398719394,7.225769501714952e-09,0.05455594781168514,0.0
0.04281332398719394,6.401073669569095e-10,0.18329807108324336,0.0
0.04281332398719394,5.670499786431891e-11,0.6158482110660255,0.0
0.04281332398719394,5.023307764596546e-12,2.06913808111479,0.0
0.04281332398719394,4.4499816109094314e-13,6.951927961775605,0.0
0.04281332398719394,3.942090949267905e-14,23.357214690901213,0.0
0.04281332398719394,3.4921674625944726e-15,78.47599703514607,0.0
0.04281332398719394,3.093595183208754e-16,263.6650898730355,0.0
0.04281332398719394,2.740513236184766e-17,885.8667904100832,0.0
0.04281332398719394,2.427729664722816e-18,2976.3514416313133,0.0
0.04281332398719394,2.1506450860996702e-19,10000.0,0.0
0.0545559478116852,10.794827894107062,1e-06,0.0
0.0545559478116852,0.9562779542123411,3.359818286283781e-06,0.0
0.0545559478116852,0.08471348845375605,1.1288378916846883e-05,0.0
0.0545559478116852,0.007504486848654442,3.792690190732254e-05,0.0
0.0545559478116852,0.0006647977662410727,0.00012742749857031334,0.0
0.0545559478116852,5.889234563631828e-05,0.0004281332398719391,0.0
0.0545559478116852,5.217113346260821e-06,0.0014384498882876629,0.0
0.0545559478116852,4.621710442509275e-07,0.004832930238571752,0.0
0.0545559478116852,4.0942428863894224e-08,0.01623776739188721,0.0
0.0545559478116852,3.6269617303750053e-09,0.05455594781168514,0.0
0.0545559478116852,3.2130072224061687e-10,0.18329807108324336,0.0
0.0545559478116852,2.8462970114268956e-11,0.6158482110660255,0.0
0.0545559478116852,2.5214401616902935e-12,2.06913808111479,0.0
0.0545559478116852,2.2336601464901077e-13,6.951927961775605,0.0
0.0545559478116852,1.9787253562475407e-14,23.357214690901213,0.0
0.0545559478116852,1.7528870834509494e-15,78.47599703514607,0.0
0.0545559478116852,1.5528244553613717e-16,263.6650898730355,0.0
0.0545559478116852,1.3755956165504501e-17,885.8667904100832,0.0
0.0545559478116852,1.218594473790889e-18,2976.3514416313133,0.0
0.0545559478116852,1.079512375323137e-19,10000.0,0.0
0.06951927961775606,5.351161568272672,1e-06,0.0
0.06951927961775606,0.4740416324731754,3.359818286283781e-06,0.0
0.06951927961775606,0.041993774073886825,1.1288378916846883e-05,0.0
0.06951927961775606,0.0037200891047648216,3.792690190732254e-05,0.0
0.06951927961775606,0.0003295504394724329,0.00012742749857031334,0.0
0.06951927961775606,2.9193839095545467e-05,0.0004281332398719391,0.0
0.06951927961775606,2.5862033961454363e-06,0.0014384498882876629,0.0
0.06951927961775606,2.2910533433167045e-07,0.004832930238571752,0.0
0.06951927961775606,2.029579693581935e-08,0.01623776739188721,0.0
0.06951927961775606,1.7979412375109542e-09,0.05455594781168514,0.0
0.06951927961775606,1.592737578452696e-10,0.18329807108324336,0.0
0.06951927961775606,1.4109536364472477e-11,0.6158482110660255,0.0
0.06951927961775606,1.2499170516754518e-12,2.06913808111479,0.0
0.06951927961775606,1.1072600286069386e-13,6.951927961775605,0.0
0.06951927961775606,9.808848934328341e-15,23.357214690901213,0.0
0.06951927961775606,8.68933353821208e-16,78.47599703514607,0.0
0.06951927961775606,7.697592016291098e-17,263.6650898730355,0.0
0.06951927961775606,6.819041134410738e-18,885.8667904100832,0.0
0.06951927961775606,6.040762083692361e-19,2976.3514416313133,0.0
0.06951927961775606,5.3513105187846353e-20,10000.0,0.0
0.08858667904100823,2.6187328569405612,1e-06,0.0
0.08858667904100823,0.23198484715550843,3.359818286283781e-06,0.0
0.08858667904100823,0.0205507672598638,1.1288378916846883e-05,0.0
0.08858667904100823,0.0018205242824657416,3.792690190732254e-05,0.0
0.08858667904100823,0.00016127424992354322,0.00012742749857031334,0.0
0.08858667904100823,1.428678004580728e-05,0.0004281332398719391,0.0
0.08858667904100823,1.2656274004364785e-06,0.0014384498882876629,0.0
0.08858667904100823,1.121188012126395e-07,0.004832930238571752,0.0
0.08858667904100823,9.93228983327878e-09,0.01623776739188721,0.0
0.08858667904100823,8.798705468978601e-10,0.05455594781168514,0.0
0.08858667904100823,7.794486643672859e-11,0.18329807108324336,0.0
0.08858667904100823,6.9048784002565514e-12,0.6158482110660255,0.0
0.08858667904100823,6.116802874320392e-13,2.06913808111479,0.0
0.08858667904100823,5.4186726375952374e-14,6.951927961775605,0.0
0.08858667904100823,4.8002221661789764e-15,23.357214690901213,0.0
0.08858667904100823,4.252357411105734e-16,78.47599703514607,0.0
0.08858667904100823,3.7670222134296996e-17,263.6650898730355,0.0
0.08858667904100823,3.337079878135694e-18,885.8667904100832,0.0
0.08858667904100823,2.956208241123593e-19,2976.3514416313133,0.0
0.08858667904100823,2.618806706384218e-20,10000.0,0.0
0.11288378916846889,1.3666022827700415,1e-06,0.0
0.11288378916846889,0.12106275783452534,3.359818286283781e-06,0.0
0.11288378916846889,0.010724547705609678,1.1288378916846883e-05,0.0
0.11288378916846889,0.0009500520971634663,3.792690190732254e-05,0.0
0.11288378916846889,8.416198679381392e-05,0.00012742749857031334,0.0
0.11288378916846889,7.455646886418694e-06,0.0004281332398719391,0.0
0.11288378916846889,6.604758101694636e-07,0.0014384498882876629,0.0
0.11288378916846889,5.8509930581906304e-08,0.004832930238571752,0.0
0.11288378916846889,5.183231065306677e-09,0.01623776739188721,0.0
0.11288378916846889,4.59166276271193e-10,0.05455594781168514,0.0
0.11288378916846889,4.067604565658691e-11,0.18329807108324336,0.0
0.11288378916846889,3.6033566160257016e-12,0.6158482110660255,0.0
0.11288378916846889,3.1920941766447264e-13,2.06913808111479,0.0
0.11288378916846889,2.827770280167474e-14,6.951927961775605,0.0
0.11288378916846889,2.505027797205367e-15,23.357214690901213,0.0
0.11288378916846889,2.219120938579566e-16,78.47599703514607,0.0
0.11288378916846889,1.9658455444410627e-17,263.6650898730355,0.0
0.11288378916846889,1.7414772831727496e-18,885.8667904100832,0.0
0.11288378916846889,1.5427168914893047e-19,2976.3514416313133,0.0
0.11288378916846889,1.3666416611942866e-20,10000.0,0.0
0.14384498882876628,1.2986683788076239,1e-06,0.0
0.14384498882876628,0.1150447188708935,3.359818286283781e-06,0.0
0.14384498882876628,0.010191429602461095,1.1288378916846883e-05,0.0
0.14384498882876628,0.0009028249187739085,3.792690190732254e-05,0.0
0.14384498882876628,7.99782744628815e-05,0.00012742749857031334,0.0
0.14384498882876628,7.085017828639359e-06,0.0004281332398719391,0.0
0.14384498882876628,6.276408365947946e-07,0.0014384498882876629,0.0
0.14384498882876628,5.560096807288788e-08,0.004832930238571752,0.0
0.14384498882876628,4.925525534688555e-09,0.01623776739188721,0.0
0.14384498882876628,4.363366766385201e-10,0.05455594781168514,0.0
0.14384498882876628,3.865363826409935e-11,0.18329807108324336,0.0
0.14384498882876628,3.424198020922895e-12,0.6158482110660255,0.0
0.14384498882876628,3.0333834633023826e-13,2.06913808111479,0.0
0.14384498882876628,2.6871737131094363e-14,6.951927961775605,0.0
0.14384498882876628,2.380477963164749e-15,23.357214690901213,0.0
0.14384498882876628,2.1087863756815387e-16,78.47599703514607,0.0
0.14384498882876628,1.868103819026689e-17,263.6650898730355,0.0
0.14384498882876628,1.654891134509411e-18,885.8667904100832,0.0
0.14384498882876628,1.466013097857486e-19,2976.3514416313133,0.0
0.14384498882876628,1.2986923177117357e-20,10000.0,0.0
0.18329807108324356,0.5381501406300904,1e-06,0.0
0.18329807108324356,0.04767293379595097,3.359818286283781e-06,0.0
0.18329807108324356,0.00422318689700547,1.1288378916846883e-05,0.0
0.18329807108324356,0.00037411811341967545,3.792690190732254e-05,0.0
0.18329807108324356,3.314189067250228e-05,0.00012742749857031334,0.0
0.18329807108324356,2.935935718657893e-06,0.0004281332398719391,0.0
0.18329807108324356,2.600865264946454e-07,0.0014384498882876629,0.0
0.18329807108324356,2.3040410871541285e-08,0.004832930238571752,0.0
0.18329807108324356,2.0410848368420604e-09,0.01623776739188721,0.0
0.18329807108324356,1.8081331894590092e-10,0.05455594781168514,0.0
0.18329807108324356,1.6017662714164138e-11,0.18329807108324336,0.0
0.18329807108324356,1.4189518507871278e-12,0.6158482110660255,0.0
0.18329807108324356,1.2570024028486107e-13,2.06913808111479,0.0
0.18329807108324356,1.113536705568963e-14,6.951927961775605,0.0
0.18329807108324356,9.864451930178229e-16,23.357214690901213,0.0
0.18329807108324356,8.738590385446057e-17,78.47599703514607,0.0
0.18329807108324356,7.741227021393557e-18,263.6650898730355,0.0
0.18329807108324356,6.857695936313923e-19,885.8667904100832,0.0
0.18329807108324356,6.07500508898393e-20,2976.3514416313133,0.0
0.18329807108324356,5.38164525997513e-21,10000.0,0.0
0.23357214690901212,0.0033628868878852825,1e-06,2.804810773028352e-13
0.23357214690901212,0.00029790698139558856,3.359818286283781e-06,3.166176678254368e-12
0.23357214690901212,2.6390590152125007e-05,1.1288378916846883e-05,3.574100189323397e-11
0.23357214690901212,2.337854746279419e-06,3.792690190732254e-05,4.034579519249661e-10
0.23357214690901212,2.071027937119201e-07,0.00012742749857031334,4.55438407732238e-09
0.23357214690901212,1.8346552053217235e-08,0.0004281332398719391,5.141145179854326e-08
0.23357214690901212,1.6252610622659988e-09,0.0014384498882876629,5.803462690562978e-07
0.23357214690901212,1.439765805576552e-10,0.004832930238571752,6.551095093134633e-06
0.23357214690901212,1.2754411995981082e-11,0.01623776739188721,7.395081239649233e-05
0.23357214690901212,1.1298711600551061e-12,0.05455594781168514,0.0008347830553966805
0.23357214690901212,1.0009153826645455e-13,0.18329807108324336,0.009423341286282782
0.23357214690901212,8.866777094874505e-15,0.6158482110660255,0.10637422608464127
0.23357214690901212,7.854783398076438e-16,2.06913808111479,1.200792500078017
0.23357214690901212,6.958291766608636e-17,6.951927961775605,13.555000502666585
0.23357214690901212,6.164119596235345e-18,23.357214690901213,153.01398108974547
0.23357214690901212,5.460588843004442e-19,78.47599703514607,1727.2797954201494
0.23357214690901212,4.837354312255323e-20,263.6650898730355,19498.188817056285
0.23357214690901212,4.285251538714549e-21,885.8667904100832,220102.9435287262
0.23357214690901212,3.796162026711639e-22,2976.3514416313133,2484605.42716317
0.23357214690901212,3.362893870482484e-23,10000.0,28047167.520330697
0.29763514416313175,0.001576059795518494,1e-06,2.7702002596538887e-13
0.29763514416313175,0.0001396179032589526,3.359818286283781e-06,3.127107019334571e-12
0.29763514416313175,1.2368286388232743e-05,1.1288378916846883e-05,3.529996878269835e-11
0.29763514416313175,1.0956654202064379e-06,3.792690190732254e-05,3.984794034806129e-10
0.29763514416313175,9.706136396400078e-08,0.00012742749857031334,4.498184381035287e-09
0.29763514416313175,8.598345699433856e-09,0.0004281332398719391,5.077705173013333e-08
0.29763514416313175,7.61699405361649e-10,0.0014384498882876629,5.73185045095471e-07
0.29763514416313175,6.747647649631566e-11,0.004832930238571752,6.470258220665608e-06
0.29763514416313175,5.977519713160498e-12,0.01623776739188721,7.303830617897031e-05
0.29763514416313175,5.295287105022599e-13,0.05455594781168514,0.0008244823858838936
0.29763514416313175,4.690919246872468e-14,0.18329807108324336,0.009307063593260266
0.29763514416313175,4.155529645911376e-15,0.6158482110660255,0.1050616400014063
0.29763514416313175,3.681245728081236e-16,2.06913808111479,1.1859755329545165
0.29763514416313175,3.261093342654801e-17,6.951927961775605,13.387740969925629
0.29763514416313175,2.8888942939538735e-18,23.357214690901213,151.1258921287221
0.29763514416313175,2.5591755163534546e-19,78.47599703514607,1705.9663318733676
0.29763514416313175,2.2670886008563124e-20,263.6650898730355,19257.59436475835
0.29763514416313175,2.008338502439117e-21,885.8667904100832,217387.02218673067
0.29763514416313175,1.7791203832188726e-22,2976.3514416313133,2453947.077949182
0.29763514416313175,1.5760636636368705e-23,10000.0,27701084.457447577
0.37926901907322497,0.0010265567920987929,1e-06,2.717452653812941e-13
0.37926901907322497,9.093925706205245e-05,3.359818286283781e-06,3.0675635232068444e-12
0.37926901907322497,8.056006780563025e-06,1.1288378916846883e-05,3.462781924153569e-11
0.37926901907322497,7.136548898401721e-07,3.792690190732254e-05,3.9089192539325927e-10
0.37926901907322497,6.322031903021585e-08,0.00012742749857031334,4.412534119666552e-09
0.37926901907322497,5.600479509377472e-09,0.0004281332398719391,4.981020412993738e-08
0.37926901907322497,4.96128284066036e-10,0.0014384498882876629,5.622710859950894e-07
0.37926901907322497,4.39504015658623e-11,0.004832930238571752,6.3470598641074155e-06
0.37926901907322497,3.8934223492353114e-12,0.01623776739188721,7.164761259924179e-05
0.37926901907322497,3.449054300249873e-13,0.05455594781168514,0.000808783777717269
0.37926901907322497,3.0554028727159696e-14,0.18329807108324336,0.009129852000751122
0.37926901907322497,2.7066799928122355e-15,0.6158482110660255,0.10306120923752433
0.37926901907322497,2.3977579329085346e-16,2.06913808111479,1.163393915338104
0.37926901907322497,2.124094128171077e-17,6.951927961775605,13.132831123287183
0.37926901907322497,1.881664448897881e-18,23.357214690901213,148.24837322240717
0.37926901907322497,1.666904046249783e-19,78.47599703514607,1673.483808226612
0.37926901907322497,1.4766549374456144e-20,263.6650898730355,18890.919330021625
0.37926901907322497,1.308119569997322e-21,885.8667904100832,213247.85545649508
0.37926901907322497,1.1588196849512066e-22,2976.3514416313133,2407222.5955023807
0.37926901907322497,1.0265598749730788e-23,10000.0,27173640.79490826
0.4832930238571752,0.0007201633266222203,1e-06,2.6375134057374926e-13
0.4832930238571752,6.379687747519729e-05,3.359818286283781e-06,2.9773250710066505e-12
0.4832930238571752,5.651553511280317e-06,1.1288378916846883e-05,3.3609173407767906e-11
0.4832930238571752,5.006523594149044e-07,3.792690190732254e-05,3.7939306614818405e-10
0.4832930238571752,4.435113190708962e-08,0.00012742749857031334,4.282730736226469e-09
0.4832930238571752,3.9289206963372016e-09,0.0004281332398719391,4.834494165709345e-08
0.4832930238571752,3.4805038879570163e-10,0.0014384498882876629,5.457309144745941e-07
0.4832930238571752,3.083266762476072e-11,0.004832930238571752,6.160351839395019e-06
0.4832930238571752,2.7313656467493113e-12,0.01623776739188721,6.954000501712914e-05
0.4832930238571752,2.4196267930516605e-13,0.05455594781168514,0.0007849924027089577
0.4832930238571752,2.1434672128799868e-14,0.18329807108324336,0.008861286297821616
0.4832930238571752,1.8988264719534586e-15,0.6158482110660255,0.1000295390306472
0.4832930238571752,1.6821073259890086e-16,2.06913808111479,1.1291712773895297
0.4832930238571752,1.490123021627782e-17,6.951927961775605,12.746513032382794
0.4832930238571752,1.3200504994429027e-18,23.357214690901213,143.88746827621438
0.4832930238571752,1.1693888993731704e-19,78.47599703514607,1624.2562609294494
0.4832930238571752,1.035922791095459e-20,263.6650898730355,18335.220123507825
0.4832930238571752,9.176895980779372e-22,885.8667904100832,206974.91225133496
0.4832930238571752,8.129507388466524e-23,2976.3514416313133,2336411.235684588
0.4832930238571752,7.201660617848072e-24,10000.0,26374295.333687626
0.615848211066026,0.0005155433915122123,1e-06,2.51814410231245e-13
0.615848211066026,4.567027695797068e-05,3.359818286283781e-06,2.8425764782824415e-12
0.615848211066026,4.045778168915906e-06,1.1288378916846883e-05,3.2088080245359605e-11
0.615848211066026,3.584020543217783e-07,3.792690190732254e-05,3.622223914617527e-10
0.615848211066026,3.1749649597082174e-08,0.00012742749857031334,4.0889017924931634e-09
0.615848211066026,2.8125971178062566e-09,0.0004281332398719391,4.6156937526022526e-08
0.615848211066026,2.491589611955488e-10,0.0014384498882876629,5.210322743105155e-07
0.615848211066026,2.207220177784373e-11,0.004832930238571752,5.88154947229849e-06
0.615848211066026,1.9553049599389054e-12,0.01623776739188721,6.639281118277103e-05
0.615848211066026,1.7321403708922093e-13,0.05455594781168514,0.0007494658240145973
0.615848211066026,1.5344458139058636e-14,0.18329807108324336,0.008460249312121642
0.615848211066026,1.3593146376404588e-15,0.6158482110660255,0.09550248327883382
0.615848211066026,1.2041717083272284e-16,2.06913808111479,1.0780681624411352
0.615848211066026,1.0667357298260002e-17,6.951927961775605,12.16964172638854
0.615848211066026,9.449857581115651e-19,23.357214690901213,137.3755264530258
0.615848211066026,8.371315007627907e-20,78.47599703514607,1550.7469943636925
0.615848211066026,7.415869957955249e-21,263.6650898730355,17505.419669349467
0.615848211066026,6.569472917920078e-22,885.8667904100832,197607.81030189432
0.615848211066026,5.819677888528071e-23,2976.3514416313133,2230671.8395348764
0.615848211066026,5.1554593723425325e-24,10000.0,25180668.96353889
0.7847599703514611,0.00036727566839493816,1e-06,2.3457196382609846e-13
0.7847599703514611,3.253573175785298e-05,3.359818286283781e-06,2.6479372099252833e-12
0.7847599703514611,2.8822324287399574e-06,1.1288378916846883e-05,2.989091844677749e-11
0.7847599703514611,2.553274011138091e-07,3.792690190732254e-05,3.3741999831326195e-10
0.7847599703514611,2.2618608231502733e-08,0.00012742749857031334,3.808923169753471e-09
0.7847599703514611,2.003708403075105e-09,0.0004281332398719391,4.299644698788066e-08
0.7847599703514611,1.7750217384586925e-10,0.0014384498882876629,4.853559759616612e-07
0.7847599703514611,1.572436284515721e-11,0.004832930238571752,5.478828982302151e-06
0.7847599703514611,1.3929709010218118e-12,0.01623776739188721,6.18467939010112e-05
0.7847599703514611,1.2339872765547815e-13,0.05455594781168514,0.0006981488427452197
0.7847599703514611,1.0931485239174667e-14,0.18329807108324336,0.007880964445534058
0.7847599703514611,9.683840218352607e-16,0.6158482110660255,0.08896329847710005
0.7847599703514611,8.578592579270474e-17,2.06913808111479,1.0042513742759631
0.7847599703514611,7.599490307780216e-18,6.951927961775605,11.336369877019713
0.7847599703514611,6.73213609650375e-19,23.357214690901213,127.9692381635554
0.7847599703514611,5.963775798733806e-20,78.47599703514607,1444.5652482432156
0.7847599703514611,5.2831109261614305e-21,263.6650898730355,16306.799886070836
0.7847599703514611,4.680132519700356e-22,885.8667904100832,184077.33601431418
0.7847599703514611,4.145973973963357e-23,2976.3514416313133,2077934.71886311
0.7847599703514611,3.672780657449857e-24,10000.0,23456514.47076493
1.0,0.00025590212968835534,1e-06,2.1091331950065548e-13
1.0,2.2669519830588144e-05,3.359818286283781e-06,2.3808694682709255e-12
1.0,2.008217479188704e-06,1.1288378916846883e-05,2.6876156601331363e-11
1.0,1.779013191116669e-07,3.792690190732254e-05,3.0338822652540555e-10
1.0,1.5759688597757444e-08,0.00012742749857031334,3.4247598761281317e-09
1.0,1.396099398085109e-09,0.0004281332398719391,3.865988432445873e-08
1.0,1.2367608408439211e-10,0.0014384498882876629,4.364038684808692e-07
1.0,1.0956085636174478e-11,0.004832930238571752,4.926247944181979e-06
1.0,9.705649329497633e-13,0.01623776739188721,5.5609104765404043e-05
1.0,8.597918173134274e-14,0.05455594781168514,0.0006277356723951695
1.0,7.616611822569236e-15,0.18329807108324336,0.007086114716569483
1.0,6.747303914128154e-16,0.6158482110660255,0.07999073636025165
1.0,5.97721258056259e-17,2.06913808111479,0.9029657027284878
1.0,5.29501415558535e-18,6.951927961775605,10.19301886966008
1.0,4.690677203427689e-19,23.357214690901213,115.06265886480853
1.0,4.155315161224143e-20,78.47599703514607,1298.8708909591398
1.0,3.681055705589207e-21,263.6650898730355,14662.146776213125
1.0,3.260925003382161e-22,885.8667904100832,165511.8685275392
1.0,2.8887451665540067e-23,2976.3514416313133,1868360.687117683
1.0,2.5590434090183353e-24,10000.0,21090763.389336992
